Border,Date,Measure,Value,Average
US-Canada Border,05/01/2005 12:00:00 AM,Train Passengers,20772,10492
US-Mexico Border,05/01/2005 12:00:00 AM,Buses,20329,18567
US-Canada Border,05/01/2005 12:00:00 AM,Buses,15248,18567
US-Canada Border,05/01/2005 12:00:00 AM,Trains,2785,1683
US-Mexico Border,05/01/2005 12:00:00 AM,Train Passengers,1267,10492
US-Mexico Border,05/01/2005 12:00:00 AM,Trains,834,1683
US-Mexico Border,05/01/2004 12:00:00 AM,Personal Vehicle Passengers,16527608,11534756
US-Mexico Border,05/01/2004 12:00:00 AM,Personal Vehicles,7817421,5079341
US-Canada Border,05/01/2004 12:00:00 AM,Personal Vehicle Passengers,5240205,11534756
US-Mexico Border,05/01/2004 12:00:00 AM,Pedestrians,3994829,2069423
US-Canada Border,05/01/2004 12:00:00 AM,Personal Vehicles,2574290,5079341
US-Canada Border,05/01/2004 12:00:00 AM,Trucks,590540,460648
US-Canada Border,05/01/2004 12:00:00 AM,Truck Containers Full,501015,331402
US-Canada Border,05/01/2004 12:00:00 AM,Bus Passengers,387322,319561
US-Mexico Border,05/01/2004 12:00:00 AM,Trucks,376800,460648
US-Mexico Border,05/01/2004 12:00:00 AM,Bus Passengers,264844,319561
US-Mexico Border,05/01/2004 12:00:00 AM,Truck Containers Full,239846,331402
US-Mexico Border,05/01/2004 12:00:00 AM,Truck Containers Empty,135992,115178
US-Canada Border,05/01/2004 12:00:00 AM,Rail Containers Full,127405,65706
US-Canada Border,05/01/2004 12:00:00 AM,Pedestrians,97398,2069423
US-Canada Border,05/01/2004 12:00:00 AM,Truck Containers Empty,77222,115178
US-Canada Border,05/01/2004 12:00:00 AM,Rail Containers Empty,41995,31141
US-Mexico Border,05/01/2004 12:00:00 AM,Rail Containers Empty,31280,31141
US-Mexico Border,05/01/2004 12:00:00 AM,Rail Containers Full,28184,65706
US-Mexico Border,05/01/2004 12:00:00 AM,Buses,21827,18873
US-Canada Border,05/01/2004 12:00:00 AM,Train Passengers,14678,10706
US-Canada Border,05/01/2004 12:00:00 AM,Buses,14526,18873
US-Canada Border,05/01/2004 12:00:00 AM,Trains,2852,1679
US-Mexico Border,05/01/2004 12:00:00 AM,Train Passengers,1057,10706
US-Mexico Border,05/01/2004 12:00:00 AM,Trains,666,1679
US-Mexico Border,05/01/2003 12:00:00 AM,Personal Vehicle Passengers,16925322,11763333
US-Mexico Border,05/01/2003 12:00:00 AM,Personal Vehicles,7644265,5104244
US-Canada Border,05/01/2003 12:00:00 AM,Personal Vehicle Passengers,4987387,11763333
US-Mexico Border,05/01/2003 12:00:00 AM,Pedestrians,4086848,2073704
US-Canada Border,05/01/2003 12:00:00 AM,Personal Vehicles,2415046,5104244
US-Canada Border,05/01/2003 12:00:00 AM,Trucks,583294,460756
US-Canada Border,05/01/2003 12:00:00 AM,Truck Containers Full,500697,326809
US-Mexico Border,05/01/2003 12:00:00 AM,Trucks,363131,460756
US-Canada Border,05/01/2003 12:00:00 AM,Bus Passengers,348695,322039
US-Mexico Border,05/01/2003 12:00:00 AM,Bus Passengers,300542,322039
US-Mexico Border,05/01/2003 12:00:00 AM,Truck Containers Full,224542,326809
US-Mexico Border,05/01/2003 12:00:00 AM,Truck Containers Empty,140755,117080
US-Canada Border,05/01/2003 12:00:00 AM,Rail Containers Full,113758,64453
US-Canada Border,05/01/2003 12:00:00 AM,Truck Containers Empty,71623,117080
US-Canada Border,05/01/2003 12:00:00 AM,Pedestrians,69601,2073704
US-Canada Border,05/01/2003 12:00:00 AM,Rail Containers Empty,42106,30364
US-Mexico Border,05/01/2003 12:00:00 AM,Rail Containers Empty,28450,30364
US-Mexico Border,05/01/2003 12:00:00 AM,Rail Containers Full,24693,64453
US-Mexico Border,05/01/2003 12:00:00 AM,Buses,24550,18663
US-Canada Border,05/01/2003 12:00:00 AM,Train Passengers,19404,10880
US-Canada Border,05/01/2003 12:00:00 AM,Buses,13821,18663
US-Canada Border,05/01/2003 12:00:00 AM,Trains,2879,1657
US-Mexico Border,05/01/2003 12:00:00 AM,Train Passengers,878,10880
US-Mexico Border,05/01/2003 12:00:00 AM,Trains,660,1657
US-Mexico Border,05/01/2002 12:00:00 AM,Personal Vehicle Passengers,16756807,12080691
US-Mexico Border,05/01/2002 12:00:00 AM,Personal Vehicles,7620325,5120700
US-Canada Border,05/01/2002 12:00:00 AM,Personal Vehicle Passengers,5755071,12080691
US-Mexico Border,05/01/2002 12:00:00 AM,Pedestrians,4205787,2040115
US-Canada Border,05/01/2002 12:00:00 AM,Personal Vehicles,2789486,5120700
US-Canada Border,05/01/2002 12:00:00 AM,Trucks,623411,456568
US-Canada Border,05/01/2002 12:00:00 AM,Truck Containers Full,528963,317157
US-Canada Border,05/01/2002 12:00:00 AM,Bus Passengers,407117,314459
US-Mexico Border,05/01/2002 12:00:00 AM,Trucks,387629,456568
US-Mexico Border,05/01/2002 12:00:00 AM,Bus Passengers,319385,314459
US-Mexico Border,05/01/2002 12:00:00 AM,Truck Containers Full,230731,317157
US-Mexico Border,05/01/2002 12:00:00 AM,Truck Containers Empty,164544,116948
US-Canada Border,05/01/2002 12:00:00 AM,Rail Containers Full,118070,62200
US-Canada Border,05/01/2002 12:00:00 AM,Pedestrians,96133,2040115
US-Canada Border,05/01/2002 12:00:00 AM,Truck Containers Empty,93073,116948
US-Canada Border,05/01/2002 12:00:00 AM,Rail Containers Empty,37532,29395
US-Mexico Border,05/01/2002 12:00:00 AM,Rail Containers Empty,28390,29395
US-Mexico Border,05/01/2002 12:00:00 AM,Buses,25294,18280
US-Mexico Border,05/01/2002 12:00:00 AM,Rail Containers Full,23270,62200
US-Canada Border,05/01/2002 12:00:00 AM,Train Passengers,20474,10770
US-Canada Border,05/01/2002 12:00:00 AM,Buses,15513,18280
US-Canada Border,05/01/2002 12:00:00 AM,Trains,2843,1639
US-Mexico Border,05/01/2002 12:00:00 AM,Train Passengers,1176,10770
US-Mexico Border,05/01/2002 12:00:00 AM,Trains,682,1639
US-Mexico Border,05/01/2001 12:00:00 AM,Personal Vehicle Passengers,17849208,12778719
US-Mexico Border,05/01/2001 12:00:00 AM,Personal Vehicles,8202683,5196619
US-Canada Border,05/01/2001 12:00:00 AM,Personal Vehicle Passengers,6359599,12778719
US-Mexico Border,05/01/2001 12:00:00 AM,Pedestrians,4144573,1999122
US-Canada Border,05/01/2001 12:00:00 AM,Personal Vehicles,3117367,5196619
US-Canada Border,05/01/2001 12:00:00 AM,Trucks,625675,452337
US-Canada Border,05/01/2001 12:00:00 AM,Truck Containers Full,521415,304742
US-Canada Border,05/01/2001 12:00:00 AM,Bus Passengers,455731,308133
US-Mexico Border,05/01/2001 12:00:00 AM,Trucks,387767,452337
US-Mexico Border,05/01/2001 12:00:00 AM,Bus Passengers,268242,308133
US-Mexico Border,05/01/2001 12:00:00 AM,Truck Containers Full,217992,304742
US-Mexico Border,05/01/2001 12:00:00 AM,Truck Containers Empty,168233,112015
US-Canada Border,05/01/2001 12:00:00 AM,Rail Containers Full,123144,59136
US-Canada Border,05/01/2001 12:00:00 AM,Truck Containers Empty,90500,112015
US-Canada Border,05/01/2001 12:00:00 AM,Pedestrians,74052,1999122
US-Canada Border,05/01/2001 12:00:00 AM,Rail Containers Empty,41281,27618
US-Mexico Border,05/01/2001 12:00:00 AM,Rail Containers Empty,26725,27618
US-Mexico Border,05/01/2001 12:00:00 AM,Buses,25275,17870
US-Mexico Border,05/01/2001 12:00:00 AM,Rail Containers Full,24284,59136
US-Canada Border,05/01/2001 12:00:00 AM,Train Passengers,20813,10482
US-Canada Border,05/01/2001 12:00:00 AM,Buses,16579,17870
US-Canada Border,05/01/2001 12:00:00 AM,Trains,2964,1599
US-Mexico Border,05/01/2001 12:00:00 AM,Train Passengers,2002,10482
US-Mexico Border,05/01/2001 12:00:00 AM,Trains,706,1599
US-Mexico Border,05/01/2000 12:00:00 AM,Personal Vehicle Passengers,20888850,11071860
US-Canada Border,05/01/2000 12:00:00 AM,Personal Vehicle Passengers,8053354,11071860
US-Mexico Border,05/01/2000 12:00:00 AM,Personal Vehicles,7936400,4702702
US-Mexico Border,05/01/2000 12:00:00 AM,Pedestrians,3716815,1813241
US-Canada Border,05/01/2000 12:00:00 AM,Personal Vehicles,3086634,4702702
US-Canada Border,05/01/2000 12:00:00 AM,Trucks,635253,403961
US-Canada Border,05/01/2000 12:00:00 AM,Truck Containers Full,491862,265485
US-Canada Border,05/01/2000 12:00:00 AM,Bus Passengers,453253,208217
US-Mexico Border,05/01/2000 12:00:00 AM,Trucks,401676,403961
US-Mexico Border,05/01/2000 12:00:00 AM,Bus Passengers,231533,208217
US-Mexico Border,05/01/2000 12:00:00 AM,Truck Containers Full,218987,265485
US-Mexico Border,05/01/2000 12:00:00 AM,Truck Containers Empty,172205,102365
US-Canada Border,05/01/2000 12:00:00 AM,Rail Containers Full,104589,51614
US-Canada Border,05/01/2000 12:00:00 AM,Truck Containers Empty,79686,102365
US-Canada Border,05/01/2000 12:00:00 AM,Pedestrians,58651,1813241
US-Canada Border,05/01/2000 12:00:00 AM,Rail Containers Empty,32484,24715
US-Mexico Border,05/01/2000 12:00:00 AM,Rail Containers Empty,29393,24715
US-Mexico Border,05/01/2000 12:00:00 AM,Rail Containers Full,22560,51614
US-Mexico Border,05/01/2000 12:00:00 AM,Buses,21723,14435
US-Canada Border,05/01/2000 12:00:00 AM,Train Passengers,19130,7435
US-Canada Border,05/01/2000 12:00:00 AM,Buses,17306,14435
US-Canada Border,05/01/2000 12:00:00 AM,Trains,2842,1376
US-Mexico Border,05/01/2000 12:00:00 AM,Train Passengers,1832,7435
US-Mexico Border,05/01/2000 12:00:00 AM,Trains,590,1376
US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,10553135,9142141
US-Mexico Border,04/01/2019 12:00:00 AM,Personal Vehicles,5686170,4521420
US-Mexico Border,04/01/2019 12:00:00 AM,Pedestrians,4256803,1882287
US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicle Passengers,3760645,9142141
US-Canada Border,04/01/2019 12:00:00 AM,Personal Vehicles,2053135,4521420
US-Mexico Border,04/01/2019 12:00:00 AM,Trucks,524215,461481
US-Canada Border,04/01/2019 12:00:00 AM,Trucks,480477,461481
US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Full,396298,337268
US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Full,369321,337268
US-Mexico Border,04/01/2019 12:00:00 AM,Bus Passengers,195416,246235
US-Canada Border,04/01/2019 12:00:00 AM,Rail Containers Full,157840,74803
US-Mexico Border,04/01/2019 12:00:00 AM,Truck Containers Empty,134214,119521
US-Canada Border,04/01/2019 12:00:00 AM,Truck Containers Empty,122028,119521
US-Canada Border,04/01/2019 12:00:00 AM,Bus Passengers,120438,246235
US-Canada Border,04/01/2019 12:00:00 AM,Rail Containers Empty,60767,41749
US-Mexico Border,04/01/2019 12:00:00 AM,Rail Containers Empty,50897,41749
US-Mexico Border,04/01/2019 12:00:00 AM,Rail Containers Full,42180,74803
US-Canada Border,04/01/2019 12:00:00 AM,Pedestrians,31204,1882287
US-Canada Border,04/01/2019 12:00:00 AM,Train Passengers,13103,11172
US-Mexico Border,04/01/2019 12:00:00 AM,Buses,12822,15007
US-Canada Border,04/01/2019 12:00:00 AM,Buses,5050,15007
US-Canada Border,04/01/2019 12:00:00 AM,Trains,1968,1605
US-Mexico Border,04/01/2019 12:00:00 AM,Trains,934,1605
US-Mexico Border,04/01/2019 12:00:00 AM,Train Passengers,857,11172
US-Mexico Border,04/01/2018 12:00:00 AM,Personal Vehicle Passengers,12200002,9199824
US-Mexico Border,04/01/2018 12:00:00 AM,Personal Vehicles,6505841,4534385
US-Mexico Border,04/01/2018 12:00:00 AM,Pedestrians,3860744,1878695
US-Canada Border,04/01/2018 12:00:00 AM,Personal Vehicle Passengers,3672087,9199824
US-Canada Border,04/01/2018 12:00:00 AM,Personal Vehicles,2013265,4534385
US-Mexico Border,04/01/2018 12:00:00 AM,Trucks,542965,458980
US-Canada Border,04/01/2018 12:00:00 AM,Trucks,501741,458980
US-Mexico Border,04/01/2018 12:00:00 AM,Truck Containers Full,394125,335333
US-Canada Border,04/01/2018 12:00:00 AM,Truck Containers Full,375045,335333
US-Mexico Border,04/01/2018 12:00:00 AM,Truck Containers Empty,146387,118319
US-Canada Border,04/01/2018 12:00:00 AM,Rail Containers Full,145538,73590
US-Canada Border,04/01/2018 12:00:00 AM,Truck Containers Empty,137434,118319
US-Mexico Border,04/01/2018 12:00:00 AM,Bus Passengers,122823,251277
US-Canada Border,04/01/2018 12:00:00 AM,Bus Passengers,116462,251277
US-Canada Border,04/01/2018 12:00:00 AM,Rail Containers Empty,69628,40995
US-Mexico Border,04/01/2018 12:00:00 AM,Rail Containers Empty,48490,40995
US-Mexico Border,04/01/2018 12:00:00 AM,Rail Containers Full,39412,73590
US-Canada Border,04/01/2018 12:00:00 AM,Pedestrians,22471,1878695
US-Mexico Border,04/01/2018 12:00:00 AM,Buses,13658,15277
US-Canada Border,04/01/2018 12:00:00 AM,Train Passengers,12620,11092
US-Canada Border,04/01/2018 12:00:00 AM,Buses,5153,15277
US-Canada Border,04/01/2018 12:00:00 AM,Trains,1969,1612
US-Mexico Border,04/01/2018 12:00:00 AM,Trains,902,1612
US-Mexico Border,04/01/2018 12:00:00 AM,Train Passengers,826,11092
US-Mexico Border,04/01/2017 12:00:00 AM,Personal Vehicle Passengers,12135294,9258422
US-Mexico Border,04/01/2017 12:00:00 AM,Personal Vehicles,6339240,4545966
US-Canada Border,04/01/2017 12:00:00 AM,Personal Vehicle Passengers,3697116,9258422
US-Mexico Border,04/01/2017 12:00:00 AM,Pedestrians,3581996,1880799
US-Canada Border,04/01/2017 12:00:00 AM,Personal Vehicles,2037095,4545966
US-Mexico Border,04/01/2017 12:00:00 AM,Truck Containers Full,506676,332892
US-Canada Border,04/01/2017 12:00:00 AM,Truck Containers Full,492354,332892
US-Mexico Border,04/01/2017 12:00:00 AM,Trucks,483439,456855
US-Canada Border,04/01/2017 12:00:00 AM,Trucks,477189,456855
US-Mexico Border,04/01/2017 12:00:00 AM,Truck Containers Empty,221648,116248
US-Canada Border,04/01/2017 12:00:00 AM,Truck Containers Empty,201179,116248
US-Mexico Border,04/01/2017 12:00:00 AM,Bus Passengers,160410,257027
US-Canada Border,04/01/2017 12:00:00 AM,Rail Containers Full,146666,72458
US-Canada Border,04/01/2017 12:00:00 AM,Bus Passengers,135870,257027
US-Canada Border,04/01/2017 12:00:00 AM,Rail Containers Empty,66507,40173
US-Mexico Border,04/01/2017 12:00:00 AM,Rail Containers Empty,45990,40173
US-Mexico Border,04/01/2017 12:00:00 AM,Rail Containers Full,41127,72458
US-Canada Border,04/01/2017 12:00:00 AM,Pedestrians,25111,1880799
US-Mexico Border,04/01/2017 12:00:00 AM,Buses,14939,15556
US-Canada Border,04/01/2017 12:00:00 AM,Train Passengers,13589,11036
US-Canada Border,04/01/2017 12:00:00 AM,Buses,5923,15556
US-Canada Border,04/01/2017 12:00:00 AM,Trains,1906,1624
US-Mexico Border,04/01/2017 12:00:00 AM,Train Passengers,1380,11036
US-Mexico Border,04/01/2017 12:00:00 AM,Trains,926,1624
US-Mexico Border,04/01/2016 12:00:00 AM,Personal Vehicle Passengers,11416268,9340347
US-Mexico Border,04/01/2016 12:00:00 AM,Personal Vehicles,6308660,4561107
US-Canada Border,04/01/2016 12:00:00 AM,Personal Vehicle Passengers,3468183,9340347
US-Mexico Border,04/01/2016 12:00:00 AM,Pedestrians,3376086,1887422
US-Canada Border,04/01/2016 12:00:00 AM,Personal Vehicles,2012348,4561107
US-Mexico Border,04/01/2016 12:00:00 AM,Trucks,506557,454845
US-Canada Border,04/01/2016 12:00:00 AM,Trucks,489728,454845
US-Canada Border,04/01/2016 12:00:00 AM,Truck Containers Full,406150,331086
US-Mexico Border,04/01/2016 12:00:00 AM,Truck Containers Full,370986,331086
US-Mexico Border,04/01/2016 12:00:00 AM,Bus Passengers,204185,262593
US-Mexico Border,04/01/2016 12:00:00 AM,Truck Containers Empty,143066,115525
US-Canada Border,04/01/2016 12:00:00 AM,Bus Passengers,132435,262593
US-Canada Border,04/01/2016 12:00:00 AM,Rail Containers Full,132283,71576
US-Canada Border,04/01/2016 12:00:00 AM,Truck Containers Empty,101057,115525
US-Canada Border,04/01/2016 12:00:00 AM,Rail Containers Empty,54922,39682
US-Mexico Border,04/01/2016 12:00:00 AM,Rail Containers Full,41915,71576
US-Mexico Border,04/01/2016 12:00:00 AM,Rail Containers Empty,40406,39682
US-Canada Border,04/01/2016 12:00:00 AM,Pedestrians,27101,1887422
US-Mexico Border,04/01/2016 12:00:00 AM,Buses,15718,15841
US-Canada Border,04/01/2016 12:00:00 AM,Train Passengers,13990,10948
US-Canada Border,04/01/2016 12:00:00 AM,Buses,6448,15841
US-Canada Border,04/01/2016 12:00:00 AM,Trains,2414,1626
US-Mexico Border,04/01/2016 12:00:00 AM,Train Passengers,1082,10948
US-Mexico Border,04/01/2016 12:00:00 AM,Trains,873,1626
US-Mexico Border,04/01/2015 12:00:00 AM,Personal Vehicle Passengers,11258592,9431694
US-Mexico Border,04/01/2015 12:00:00 AM,Personal Vehicles,6103585,4578801
US-Canada Border,04/01/2015 12:00:00 AM,Personal Vehicle Passengers,3863442,9431694
US-Mexico Border,04/01/2015 12:00:00 AM,Pedestrians,3340584,1896704
US-Canada Border,04/01/2015 12:00:00 AM,Personal Vehicles,2181304,4578801
US-Canada Border,04/01/2015 12:00:00 AM,Trucks,486437,453508
US-Mexico Border,04/01/2015 12:00:00 AM,Trucks,475780,453508
US-Canada Border,04/01/2015 12:00:00 AM,Truck Containers Full,395426,329147
US-Mexico Border,04/01/2015 12:00:00 AM,Truck Containers Full,343872,329147
US-Mexico Border,04/01/2015 12:00:00 AM,Bus Passengers,214150,267313
US-Canada Border,04/01/2015 12:00:00 AM,Bus Passengers,157703,267313
US-Canada Border,04/01/2015 12:00:00 AM,Rail Containers Full,140736,70550
US-Mexico Border,04/01/2015 12:00:00 AM,Truck Containers Empty,128206,115306
US-Canada Border,04/01/2015 12:00:00 AM,Truck Containers Empty,115085,115306
US-Canada Border,04/01/2015 12:00:00 AM,Rail Containers Empty,65691,39135
US-Mexico Border,04/01/2015 12:00:00 AM,Rail Containers Full,41200,70550
US-Mexico Border,04/01/2015 12:00:00 AM,Rail Containers Empty,38018,39135
US-Canada Border,04/01/2015 12:00:00 AM,Pedestrians,24879,1896704
US-Mexico Border,04/01/2015 12:00:00 AM,Buses,16631,16067
US-Canada Border,04/01/2015 12:00:00 AM,Train Passengers,15131,10857
US-Canada Border,04/01/2015 12:00:00 AM,Buses,7160,16067
US-Canada Border,04/01/2015 12:00:00 AM,Trains,2743,1621
US-Mexico Border,04/01/2015 12:00:00 AM,Trains,820,1621
US-Mexico Border,04/01/2015 12:00:00 AM,Train Passengers,599,10857
US-Mexico Border,04/01/2014 12:00:00 AM,Personal Vehicle Passengers,10664973,9536782
US-Mexico Border,04/01/2014 12:00:00 AM,Personal Vehicles,5725123,4600298
US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicle Passengers,4504362,9536782
US-Mexico Border,04/01/2014 12:00:00 AM,Pedestrians,3469375,1908951
US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicles,2462952,4600298
US-Canada Border,04/01/2014 12:00:00 AM,Trucks,496986,452383
US-Mexico Border,04/01/2014 12:00:00 AM,Trucks,468263,452383
US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Full,335656,328490
US-Mexico Border,04/01/2014 12:00:00 AM,Truck Containers Full,334269,328490
US-Mexico Border,04/01/2014 12:00:00 AM,Bus Passengers,236353,271444
US-Canada Border,04/01/2014 12:00:00 AM,Bus Passengers,179223,271444
US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Full,128361,69413
US-Mexico Border,04/01/2014 12:00:00 AM,Truck Containers Empty,126745,114878
US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Empty,103739,114878
US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Empty,69731,38273
US-Mexico Border,04/01/2014 12:00:00 AM,Rail Containers Empty,37045,38273
US-Mexico Border,04/01/2014 12:00:00 AM,Rail Containers Full,36993,69413
US-Canada Border,04/01/2014 12:00:00 AM,Pedestrians,28868,1908951
US-Mexico Border,04/01/2014 12:00:00 AM,Buses,17739,16280
US-Canada Border,04/01/2014 12:00:00 AM,Train Passengers,14735,10757
US-Canada Border,04/01/2014 12:00:00 AM,Buses,7866,16280
US-Canada Border,04/01/2014 12:00:00 AM,Trains,2403,1619
US-Mexico Border,04/01/2014 12:00:00 AM,Train Passengers,810,10757
US-Mexico Border,04/01/2014 12:00:00 AM,Trains,792,1619
US-Mexico Border,04/01/2013 12:00:00 AM,Personal Vehicle Passengers,9644776,9672713
US-Mexico Border,04/01/2013 12:00:00 AM,Personal Vehicles,5414131,4632792
US-Canada Border,04/01/2013 12:00:00 AM,Personal Vehicle Passengers,4368031,9672713
US-Mexico Border,04/01/2013 12:00:00 AM,Pedestrians,3351788,1921112
US-Canada Border,04/01/2013 12:00:00 AM,Personal Vehicles,2441118,4632792
US-Canada Border,04/01/2013 12:00:00 AM,Trucks,491163,452143
